,image_id,identity,path,split,dataset
385,135,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100163_20190210160739_135.JPG,train,fca_base
386,137,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100165_20190210160741_137.JPG,train,fca_base
387,138,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100166_20190210160937_138.JPG,train,fca_base
388,139,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100167_20190210160938_139.JPG,train,fca_base
389,140,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100168_20190210160939_140.JPG,train,fca_base
390,141,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100169_20190210161116_141.JPG,train,fca_base
392,144,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100172_20190210161221_144.JPG,train,fca_base
393,145,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100173_20190210161222_145.JPG,train,fca_base
394,146,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100174_20190210161223_146.JPG,train,fca_base
395,147,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100175_20190210161304_147.JPG,train,fca_base
400,152,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100180_20190210161521_152.JPG,train,fca_base
401,156,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100184_20190210161724_156.JPG,train,fca_base
402,157,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100185_20190210161725_157.JPG,train,fca_base
403,158,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100186_20190210161726_158.JPG,train,fca_base
404,159,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100187_20190210161751_159.JPG,train,fca_base
405,160,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100188_20190210161752_160.JPG,train,fca_base
406,162,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100190_20190210161841_162.JPG,train,fca_base
407,163,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100191_20190210161842_163.JPG,train,fca_base
408,164,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100192_20190210161843_164.JPG,train,fca_base
409,165,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100193_20190210161943_165.JPG,train,fca_base
410,166,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100194_20190210161944_166.JPG,train,fca_base
411,167,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100195_20190210161945_167.JPG,train,fca_base
412,169,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100197_20190210162003_169.JPG,train,fca_base
413,170,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100198_20190210162004_170.JPG,train,fca_base
414,171,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100199_20190210162111_171.JPG,train,fca_base
415,173,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100201_20190210162113_173.JPG,train,fca_base
416,174,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100202_20190210162115_174.JPG,train,fca_base
417,175,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100203_20190210162116_175.JPG,train,fca_base
418,176,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100204_20190210162117_176.JPG,train,fca_base
420,185,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100213_20190210162130_185.JPG,train,fca_base
421,186,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100214_20190210162132_186.JPG,train,fca_base
422,188,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100216_20190210162134_188.JPG,train,fca_base
423,189,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100217_20190210162156_189.JPG,train,fca_base
425,191,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100219_20190210162158_191.JPG,train,fca_base
427,193,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100221_20190210162201_193.JPG,train,fca_base
428,194,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100222_20190210162202_194.JPG,train,fca_base
430,199,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100227_20190210162224_199.JPG,train,fca_base
431,201,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100229_20190210162229_201.JPG,train,fca_base
432,202,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100230_20190210162230_202.JPG,train,fca_base
433,203,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100231_20190210162231_203.JPG,train,fca_base
434,204,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100232_20190210162247_204.JPG,train,fca_base
435,206,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100234_20190210162248_206.JPG,train,fca_base
437,208,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100236_20190210162251_208.JPG,train,fca_base
439,210,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100238_20190210162314_210.JPG,train,fca_base
440,211,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100240_20190210162315_211.JPG,train,fca_base
441,212,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100239_20190210162315_212.JPG,train,fca_base
442,213,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100241_20190210162325_213.JPG,train,fca_base
443,215,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100243_20190210162327_215.JPG,train,fca_base
444,216,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100244_20190210162336_216.JPG,train,fca_base
445,217,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100245_20190210162337_217.JPG,train,fca_base
446,218,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100246_20190210162338_218.JPG,train,fca_base
447,550,fca_base_bethilda,fca_base/cat-ignore/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100247_20190210162430_550.JPG,train,fca_base
449,553,fca_base_bethilda,fca_base/cat-ignore/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100250_20190210162445_553.JPG,train,fca_base
450,2449,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100272_20190210172603_2449.JPG,train,fca_base
451,2450,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100273_20190210172604_2450.JPG,train,fca_base
452,2451,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100274_20190210172607_2451.JPG,train,fca_base
454,2453,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100276_20190210172609_2453.JPG,train,fca_base
455,2454,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100277_20190210172614_2454.JPG,train,fca_base
457,2458,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100281_20190210172620_2458.JPG,train,fca_base
458,2459,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100282_20190210172621_2459.JPG,train,fca_base
459,2460,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100283_20190210172625_2460.JPG,train,fca_base
460,2461,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100284_20190210172626_2461.JPG,train,fca_base
461,2462,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100285_20190210172627_2462.JPG,train,fca_base
462,2466,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100289_20190210172849_2466.JPG,train,fca_base
466,222,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100293_20190210172912_222.JPG,train,fca_base
467,223,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100294_20190210172913_223.JPG,train,fca_base
468,227,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100298_20190210172921_227.JPG,train,fca_base
469,229,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100300_20190210172923_229.JPG,train,fca_base
470,230,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100301_20190210172925_230.JPG,train,fca_base
472,234,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100305_20190210172930_234.JPG,train,fca_base
473,235,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100306_20190210172931_235.JPG,train,fca_base
474,238,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100309_20190210172935_238.JPG,train,fca_base
475,239,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100310_20190210173020_239.JPG,train,fca_base
476,240,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100311_20190210173021_240.JPG,train,fca_base
477,241,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100312_20190210173022_241.JPG,train,fca_base
478,242,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100313_20190210173052_242.JPG,train,fca_base
479,243,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100314_20190210173053_243.JPG,train,fca_base
480,244,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100315_20190210173054_244.JPG,train,fca_base
481,246,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100317_20190210173057_246.JPG,train,fca_base
482,2468,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100320_20190210173138_2468.JPG,train,fca_base
483,2469,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100321_20190210173139_2469.JPG,train,fca_base
484,2471,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100323_20190210173142_2471.JPG,train,fca_base
485,2472,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100324_20190210173143_2472.JPG,train,fca_base
486,2473,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100325_20190210173146_2473.JPG,train,fca_base
487,2474,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100326_20190210173147_2474.JPG,train,fca_base
489,2476,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100328_20190210173256_2476.JPG,train,fca_base
490,2477,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100329_20190210173257_2477.JPG,train,fca_base
491,555,fca_base_bethilda,fca_base/cat-ignore/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100331_20190210173333_555.JPG,train,fca_base
493,557,fca_base_bethilda,fca_base/cat-ignore/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100333_20190210173335_557.JPG,train,fca_base
494,2479,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100335_20190210191558_2479.JPG,train,fca_base
495,2480,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100336_20190210191559_2480.JPG,train,fca_base
496,2481,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100337_20190210191601_2481.JPG,train,fca_base
498,2483,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100339_20190210191603_2483.JPG,train,fca_base
500,2486,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100345_20190210215845_2486.JPG,train,fca_base
502,2490,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100364_20190210220503_2490.JPG,train,fca_base
503,562,fca_base_bethilda,fca_base/cat-ignore/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100366_20190210220505_562.JPG,train,fca_base
504,2491,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110372_20190211003619_2491.JPG,train,fca_base
505,2492,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110373_20190211003621_2492.JPG,train,fca_base
506,2493,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110374_20190211003622_2493.JPG,train,fca_base
508,264,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110377_20190211003628_264.JPG,train,fca_base
509,265,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110378_20190211003629_265.JPG,train,fca_base
510,2504,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110388_20190211003756_2504.JPG,train,fca_base
511,267,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110390_20190211003758_267.JPG,train,fca_base
512,268,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110391_20190211003834_268.JPG,train,fca_base
513,273,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110396_20190211003841_273.JPG,train,fca_base
514,274,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110397_20190211003926_274.JPG,train,fca_base
515,275,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110398_20190211003927_275.JPG,train,fca_base
516,276,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110399_20190211003928_276.JPG,train,fca_base
517,278,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110401_20190211003935_278.JPG,train,fca_base
518,279,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110402_20190211003936_279.JPG,train,fca_base
519,565,fca_base_linja,fca_base/cat-ignore/20190801_vqQ4_AucklandIsland_B2_2_1_SD117_20190215_02110400_20190211004027_cat_565.JPG,train,fca_base
520,566,fca_base_linja,fca_base/cat-ignore/20190801_vqQ4_AucklandIsland_B2_2_1_SD117_20190215_02110401_20190211004027_cat_566.JPG,train,fca_base
522,568,fca_base_linja,fca_base/cat-ignore/20190801_vqQ4_AucklandIsland_B2_2_1_SD117_20190215_02110403_20190211004031_cat_568.JPG,train,fca_base
523,569,fca_base_linja,fca_base/cat-ignore/20190801_vqQ4_AucklandIsland_B2_2_1_SD117_20190215_02110404_20190211004032_cat_569.JPG,train,fca_base
524,570,fca_base_linja,fca_base/cat-ignore/20190801_vqQ4_AucklandIsland_B2_2_1_SD117_20190215_02110405_20190211004033_cat_570.JPG,train,fca_base
525,571,fca_base_linja,fca_base/cat-ignore/20190801_vqQ4_AucklandIsland_B2_2_1_SD117_20190215_02110406_20190211004039_cat_571.JPG,train,fca_base
526,572,fca_base_linja,fca_base/cat-ignore/20190801_vqQ4_AucklandIsland_B2_2_1_SD117_20190215_02110407_20190211004040_cat_572.JPG,train,fca_base
527,573,fca_base_linja,fca_base/cat-ignore/20190801_vqQ4_AucklandIsland_B2_2_1_SD117_20190215_02110408_20190211004041_cat_573.JPG,train,fca_base
528,574,fca_base_linja,fca_base/cat-ignore/20190801_vqQ4_AucklandIsland_B2_2_1_SD117_20190215_02110409_20190211004044_cat_574.JPG,train,fca_base
529,2505,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110403_20190211004717_2505.JPG,train,fca_base
530,2506,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110404_20190211004717_2506.JPG,train,fca_base
531,2508,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110409_20190211005053_2508.JPG,train,fca_base
532,575,fca_base_bethilda,fca_base/cat-ignore/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110411_20190211005055_575.JPG,train,fca_base
533,577,fca_base_bethilda,fca_base/cat-ignore/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110413_20190211005059_577.JPG,train,fca_base
534,2513,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110421_20190211031611_2513.JPG,train,fca_base
535,2515,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110423_20190211031613_2515.JPG,train,fca_base
537,283,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110425_20190211031855_283.JPG,train,fca_base
539,580,fca_base_bethilda,fca_base/cat-ignore/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110428_20190211032118_580.JPG,train,fca_base
540,2520,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110439_20190211053708_2520.JPG,train,fca_base
541,285,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110443_20190211053713_285.JPG,train,fca_base
542,586,fca_base_bethilda,fca_base/cat-ignore/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110445_20190211053728_586.JPG,train,fca_base
543,2525,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110447_20190211053730_2525.JPG,train,fca_base
544,2526,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110448_20190211053736_2526.JPG,train,fca_base
547,289,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110451_20190211053819_289.JPG,train,fca_base
549,291,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110453_20190211053821_291.JPG,train,fca_base
551,293,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110455_20190211053825_293.JPG,train,fca_base
552,294,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110456_20190211053826_294.JPG,train,fca_base
553,2527,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110457_20190211054119_2527.JPG,train,fca_base
554,295,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110458_20190211054120_295.JPG,train,fca_base
555,2528,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110459_20190211054121_2528.JPG,train,fca_base
556,587,fca_base_bethilda,fca_base/cat-ignore/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110460_20190211054136_587.JPG,train,fca_base
557,588,fca_base_bethilda,fca_base/cat-ignore/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110461_20190211054136_588.JPG,train,fca_base
558,299,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110481_20190211064721_299.JPG,train,fca_base
559,300,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110482_20190211064722_300.JPG,train,fca_base
562,592,fca_base_bethilda,fca_base/cat-ignore/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110495_20190211065009_592.JPG,train,fca_base
563,598,fca_base_bethilda,fca_base/cat-ignore/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110503_20190211125508_598.JPG,train,fca_base
564,2538,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110506_20190211125524_2538.JPG,train,fca_base
566,2542,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110510_20190211125530_2542.JPG,train,fca_base
567,2543,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110511_20190211125534_2543.JPG,train,fca_base
568,2545,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110513_20190211125536_2545.JPG,train,fca_base
569,2548,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110516_20190211125543_2548.JPG,train,fca_base
571,2550,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110518_20190211125629_2550.JPG,train,fca_base
572,2551,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110519_20190211125630_2551.JPG,train,fca_base
573,2552,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110520_20190211125632_2552.JPG,train,fca_base
574,2553,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110521_20190211125633_2553.JPG,train,fca_base
575,2554,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110522_20190211125634_2554.JPG,train,fca_base
576,312,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110523_20190211125637_312.JPG,train,fca_base
577,2555,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110524_20190211125638_2555.JPG,train,fca_base
578,2557,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110526_20190211125641_2557.JPG,train,fca_base
579,2558,fca_base_bethilda,fca_base/cat-interact/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110527_20190211125642_2558.JPG,train,fca_base
580,313,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110528_20190211125643_313.JPG,train,fca_base
581,314,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110529_20190211125657_314.JPG,train,fca_base
582,315,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110530_20190211125658_315.JPG,train,fca_base
583,317,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110532_20190211125729_317.JPG,train,fca_base
584,318,fca_base_bethilda,fca_base/cat-eat/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110533_20190211125730_318.JPG,train,fca_base
